Iteration 0: x=34.15200053553391, y=-77.86681806446609, yaw=0.7853981633619211, v=0.0005, target_speed=0.05, steer_angle=0.0, target_waypoint=[ 34.152097  -77.8667216]
Iteration 281: x=34.16747340849703, y=-77.85134519150824, yaw=0.7853981632259251, v=0.009609144657020615, target_speed=0.01, steer_angle=-9.424777960769298, target_waypoint=[ 34.152097  -77.8667216]
Iteration 282: x=34.167541383048174, y=-77.85127721695713, yaw=0.7853981632259495, v=0.009613053210450409, target_speed=0.01, steer_angle=-9.424777960769127, target_waypoint=[ 34.152097  -77.8667216]
Iteration 283: x=34.167609384960585, y=-77.85120921504475, yaw=0.785398163225919, v=0.009616922678345905, target_speed=0.01, steer_angle=9.424777960769063, target_waypoint=[ 34.152097  -77.8667216]
Iteration 284: x=34.167677413960654, y=-77.8511411860447, yaw=0.78539816322585, v=0.009620753451562446, target_speed=0.01, steer_angle=9.424777960768662, target_waypoint=[ 34.152097  -77.8667216]
Iteration 285: x=34.1677454697775, y=-77.85107313022787, yaw=0.7853981632258199, v=0.009624545917046822, target_speed=0.01, steer_angle=9.424777960769067, target_waypoint=[ 34.152097  -77.8667216]
Iteration 286: x=34.16781355214296, y=-77.85100504786243, yaw=0.7853981632258175, v=0.009628300457876354, target_speed=0.01, steer_angle=9.424777960769354, target_waypoint=[ 34.152097  -77.8667216]
Iteration 287: x=34.16788166079155, y=-77.85093693921387, yaw=0.7853981632259, v=0.00963201745329759, target_speed=0.01, steer_angle=-9.424777960768523, target_waypoint=[ 34.152097  -77.8667216]
Iteration 288: x=34.16794979546044, y=-77.850868804545, yaw=0.7853981632259119, v=0.009635697278764614, target_speed=0.01, steer_angle=-9.424777960769255, target_waypoint=[ 34.152097  -77.8667216]
Iteration 289: x=34.16801795588941, y=-77.85080064411605, yaw=0.7853981632259394, v=0.009639340305976967, target_speed=0.01, steer_angle=-9.424777960769095, target_waypoint=[ 34.152097  -77.8667216]
Iteration 290: x=34.16808614182088, y=-77.85073245818461, yaw=0.7853981632259776, v=0.009642946902917197, target_speed=0.01, steer_angle=-9.424777960768983, target_waypoint=[ 34.152097  -77.8667216]
Iteration 291: x=34.168154352999814, y=-77.8506642470057, yaw=0.785398163225959, v=0.009646517433888025, target_speed=0.01, steer_angle=9.424777960769188, target_waypoint=[ 34.152097  -77.8667216]
Iteration 292: x=34.16822258917374, y=-77.8505960108318, yaw=0.7853981632259647, v=0.009650052259549145, target_speed=0.01, steer_angle=-9.42477796076932, target_waypoint=[ 34.152097  -77.8667216]
Iteration 293: x=34.16829085009271, y=-77.85052774991284, yaw=0.7853981632259873, v=0.009653551736953654, target_speed=0.01, steer_angle=-9.424777960769145, target_waypoint=[ 34.152097  -77.8667216]
Iteration 294: x=34.16835913550927, y=-77.85045946449631, yaw=0.785398163226022, v=0.009657016219584117, target_speed=0.01, steer_angle=-9.42477796076902, target_waypoint=[ 34.152097  -77.8667216]
Iteration 295: x=34.168427445178445, y=-77.85039115482716, yaw=0.785398163226002, v=0.009660446057388276, target_speed=0.01, steer_angle=9.424777960769173, target_waypoint=[ 34.152097  -77.8667216]
Iteration 296: x=34.16849577885771, y=-77.85032282114793, yaw=0.7853981632259434, v=0.009663841596814392, target_speed=0.01, steer_angle=9.424777960768774, target_waypoint=[ 34.152097  -77.8667216]
Iteration 297: x=34.16856413630696, y=-77.85025446369869, yaw=0.785398163225858, v=0.009667203180846249, target_speed=0.01, steer_angle=9.424777960768496, target_waypoint=[ 34.152097  -77.8667216]
Iteration 298: x=34.16863251728851, y=-77.85018608271717, yaw=0.785398163225879, v=0.009670531149037787, target_speed=0.01, steer_angle=-9.424777960769163, target_waypoint=[ 34.152097  -77.8667216]
Iteration 299: x=34.168700921567016, y=-77.85011767843869, yaw=0.7853981632258504, v=0.009673825837547409, target_speed=0.01, steer_angle=9.424777960769084, target_waypoint=[ 34.152097  -77.8667216]
Iteration 300: x=34.16876934890952, y=-77.85004925109621, yaw=0.7853981632257868, v=0.009677087579171935, target_speed=0.01, steer_angle=9.424777960768722, target_waypoint=[ 34.152097  -77.8667216]
Iteration 301: x=34.16883779908538, y=-77.84998080092038, yaw=0.7853981632257608, v=0.009680316703380216, target_speed=0.01, steer_angle=9.424777960769111, target_waypoint=[ 34.152097  -77.8667216]
Iteration 302: x=34.16890627186626, y=-77.84991232813951, yaw=0.7853981632256998, v=0.009683513536346415, target_speed=0.01, steer_angle=9.424777960768749, target_waypoint=[ 34.152097  -77.8667216]
Iteration 303: x=34.16897476702612, y=-77.84984383297967, yaw=0.7853981632257372, v=0.00968667840098295, target_speed=0.01, steer_angle=-9.424777960768994, target_waypoint=[ 34.152097  -77.8667216]
Iteration 304: x=34.169043284341164, y=-77.84977531566466, yaw=0.7853981632257827, v=0.009689811616973121, target_speed=0.01, steer_angle=-9.42477796076891, target_waypoint=[ 34.152097  -77.8667216]
Iteration 305: x=34.16911182358984, y=-77.84970677641601, yaw=0.7853981632257727, v=0.009692913500803391, target_speed=0.01, steer_angle=9.424777960769276, target_waypoint=[ 34.152097  -77.8667216]
Iteration 306: x=34.1691803845528, y=-77.84963821545307, yaw=0.7853981632257238, v=0.009695984365795357, target_speed=0.01, steer_angle=9.424777960768875, target_waypoint=[ 34.152097  -77.8667216]
Iteration 307: x=34.16924896701292, y=-77.84956963299298, yaw=0.7853981632257082, v=0.009699024522137403, target_speed=0.01, steer_angle=9.42477796076922, target_waypoint=[ 34.152097  -77.8667216]
Iteration 308: x=34.16931757075522, y=-77.8495010292507, yaw=0.7853981632256559, v=0.00970203427691603, target_speed=0.01, steer_angle=9.424777960768841, target_waypoint=[ 34.152097  -77.8667216]
Iteration 309: x=34.16938619556687, y=-77.84943240443907, yaw=0.7853981632256382, v=0.00970501393414687, target_speed=0.01, steer_angle=9.424777960769196, target_waypoint=[ 34.152097  -77.8667216]
Iteration 310: x=34.16945484123719, y=-77.84936375876877, yaw=0.7853981632256447, v=0.0097079637948054, target_speed=0.01, steer_angle=-9.424777960769312, target_waypoint=[ 34.152097  -77.8667216]
Iteration 311: x=34.169523507557585, y=-77.8492950924484, yaw=0.7853981632256684, v=0.009710884156857346, target_speed=0.01, steer_angle=-9.424777960769136, target_waypoint=[ 34.152097  -77.8667216]
Iteration 312: x=34.16959219432156, y=-77.84922640568445, yaw=0.7853981632257041, v=0.009713775315288773, target_speed=0.01, steer_angle=-9.424777960769012, target_waypoint=[ 34.152097  -77.8667216]
Iteration 313: x=34.169660901324676, y=-77.84915769868135, yaw=0.7853981632257483, v=0.009716637562135885, target_speed=0.01, steer_angle=-9.424777960768925, target_waypoint=[ 34.152097  -77.8667216]
Iteration 314: x=34.16972962836454, y=-77.8490889716415, yaw=0.7853981632257984, v=0.009719471186514526, target_speed=0.01, steer_angle=-9.424777960768864, target_waypoint=[ 34.152097  -77.8667216]
Iteration 315: x=34.169798375240795, y=-77.84902022476528, yaw=0.7853981632258527, v=0.00972227647464938, target_speed=0.01, steer_angle=-9.424777960768822, target_waypoint=[ 34.152097  -77.8667216]
Iteration 316: x=34.16986714175506, y=-77.84895145825104, yaw=0.7853981632258511, v=0.009725053709902887, target_speed=0.01, steer_angle=9.424777960769363, target_waypoint=[ 34.152097  -77.8667216]
Iteration 317: x=34.169935927710966, y=-77.84888267229515, yaw=0.7853981632258688, v=0.009727803172803858, target_speed=0.01, steer_angle=-9.424777960769198, target_waypoint=[ 34.152097  -77.8667216]
Iteration 318: x=34.170004732914094, y=-77.84881386709205, yaw=0.7853981632259581, v=0.00973052514107582, target_speed=0.01, steer_angle=-9.424777960768461, target_waypoint=[ 34.152097  -77.8667216]
Iteration 319: x=34.170073557171975, y=-77.8487450428342, yaw=0.7853981632259817, v=0.009733219889665062, target_speed=0.01, steer_angle=-9.424777960769138, target_waypoint=[ 34.152097  -77.8667216]
Iteration 320: x=34.170142400294054, y=-77.84867619971213, yaw=0.7853981632259593, v=0.009735887690768412, target_speed=0.01, steer_angle=9.42477796076915, target_waypoint=[ 34.152097  -77.8667216]
Iteration 321: x=34.1702112620917, y=-77.84860733791452, yaw=0.7853981632260197, v=0.009738528813860727, target_speed=0.01, steer_angle=-9.42477796076876, target_waypoint=[ 34.152097  -77.8667216]
Iteration 322: x=34.17028014237815, y=-77.8485384576281, yaw=0.7853981632260236, v=0.00974114352572212, target_speed=0.01, steer_angle=-9.42477796076934, target_waypoint=[ 34.152097  -77.8667216]
Iteration 323: x=34.17034904096851, y=-77.84846955903775, yaw=0.7853981632259875, v=0.009743732090464897, target_speed=0.01, steer_angle=9.42477796076901, target_waypoint=[ 34.152097  -77.8667216]
Iteration 324: x=34.17041795767975, y=-77.84840064232654, yaw=0.7853981632259806, v=0.009746294769560248, target_speed=0.01, steer_angle=9.424777960769308, target_waypoint=[ 34.152097  -77.8667216]
Iteration 325: x=34.170486892330665, y=-77.84833170767565, yaw=0.7853981632259374, v=0.009748831821864645, target_speed=0.01, steer_angle=9.424777960768937, target_waypoint=[ 34.152097  -77.8667216]
Iteration 326: x=34.17055584474185, y=-77.8482627552645, yaw=0.7853981632258691, v=0.009751343503645999, target_speed=0.01, steer_angle=9.42477796076868, target_waypoint=[ 34.152097  -77.8667216]
Iteration 327: x=34.1706248147357, y=-77.84819378527067, yaw=0.7853981632257832, v=0.00975383006860954, target_speed=0.01, steer_angle=9.424777960768498, target_waypoint=[ 34.152097  -77.8667216]
Iteration 328: x=34.1706938021364, y=-77.84812479787, yaw=0.7853981632257412, v=0.009756291767923444, target_speed=0.01, steer_angle=9.42477796076895, target_waypoint=[ 34.152097  -77.8667216]
Iteration 329: x=34.170762806769865, y=-77.84805579323655, yaw=0.7853981632256742, v=0.00975872885024421, target_speed=0.01, steer_angle=9.424777960768694, target_waypoint=[ 34.152097  -77.8667216]
Iteration 330: x=34.17083182846378, y=-77.84798677154266, yaw=0.7853981632256459, v=0.009761141561741767, target_speed=0.01, steer_angle=9.42477796076909, target_waypoint=[ 34.152097  -77.8667216]
Iteration 331: x=34.17090086704754, y=-77.84791773295893, yaw=0.7853981632255892, v=0.00976353014612435, target_speed=0.01, steer_angle=9.424777960768798, target_waypoint=[ 34.152097  -77.8667216]
Iteration 332: x=34.17096992235224, y=-77.84784867765426, yaw=0.7853981632255127, v=0.009765894844663106, target_speed=0.01, steer_angle=9.424777960768596, target_waypoint=[ 34.152097  -77.8667216]
Iteration 333: x=34.171038994210676, y=-77.84777960579584, yaw=0.7853981632254776, v=0.009768235896216474, target_speed=0.01, steer_angle=9.42477796076902, target_waypoint=[ 34.152097  -77.8667216]
Iteration 334: x=34.17110808245731, y=-77.84771051754923, yaw=0.7853981632255269, v=0.00977055353725431, target_speed=0.01, steer_angle=-9.424777960768875, target_waypoint=[ 34.152097  -77.8667216]
Iteration 335: x=34.171177186928254, y=-77.8476414130783, yaw=0.7853981632255255, v=0.009772848001881766, target_speed=0.01, steer_angle=9.424777960769365, target_waypoint=[ 34.152097  -77.8667216]
Iteration 336: x=34.171246307461274, y=-77.84757229254531, yaw=0.7853981632255433, v=0.00977511952186295, target_speed=0.01, steer_angle=-9.424777960769196, target_waypoint=[ 34.152097  -77.8667216]
Iteration 337: x=34.17131544389574, y=-77.84750315611086, yaw=0.7853981632255747, v=0.009777368326644319, target_speed=0.01, steer_angle=-9.42477796076906, target_waypoint=[ 34.152097  -77.8667216]
Iteration 338: x=34.17138459607265, y=-77.84743400393398, yaw=0.7853981632256155, v=0.009779594643377876, target_speed=0.01, steer_angle=-9.424777960768962, target_waypoint=[ 34.152097  -77.8667216]
Iteration 339: x=34.17145376383457, y=-77.84736483617209, yaw=0.7853981632256087, v=0.009781798696944097, target_speed=0.01, steer_angle=9.42477796076931, target_waypoint=[ 34.152097  -77.8667216]
Iteration 340: x=34.17152294702565, y=-77.84729565298103, yaw=0.7853981632255688, v=0.009783980709974657, target_speed=0.01, steer_angle=9.42477796076897, target_waypoint=[ 34.152097  -77.8667216]
Iteration 341: x=34.1715921454916, y=-77.84722645451511, yaw=0.7853981632255592, v=0.00978614090287491, target_speed=0.01, steer_angle=9.424777960769282, target_waypoint=[ 34.152097  -77.8667216]
Iteration 342: x=34.17166135907968, y=-77.84715724092706, yaw=0.7853981632255176, v=0.009788279493846162, target_speed=0.01, steer_angle=9.424777960768955, target_waypoint=[ 34.152097  -77.8667216]
Iteration 343: x=34.171730587638656, y=-77.8470880123681, yaw=0.7853981632254535, v=0.0097903966989077, target_speed=0.01, steer_angle=9.424777960768726, target_waypoint=[ 34.152097  -77.8667216]
Iteration 344: x=34.171799831018824, y=-77.84701876898797, yaw=0.7853981632254272, v=0.009792492731918623, target_speed=0.01, steer_angle=9.424777960769111, target_waypoint=[ 34.152097  -77.8667216]
Iteration 345: x=34.17186908907197, y=-77.84694951093485, yaw=0.7853981632253743, v=0.009794567804599436, target_speed=0.01, steer_angle=9.42477796076884, target_waypoint=[ 34.152097  -77.8667216]
Iteration 346: x=34.171938361651364, y=-77.84688023835548, yaw=0.7853981632253029, v=0.009796622126553443, target_speed=0.01, steer_angle=9.424777960768651, target_waypoint=[ 34.152097  -77.8667216]
Iteration 347: x=34.172007648611746, y=-77.84681095139513, yaw=0.7853981632252189, v=0.009798655905287909, target_speed=0.01, steer_angle=9.424777960768523, target_waypoint=[ 34.152097  -77.8667216]
Iteration 348: x=34.17207694980931, y=-77.84674165019759, yaw=0.7853981632251262, v=0.00980066934623503, target_speed=0.01, steer_angle=9.424777960768434, target_waypoint=[ 34.152097  -77.8667216]
Iteration 349: x=34.172146265101674, y=-77.84667233490525, yaw=0.7853981632250798, v=0.00980266265277268, target_speed=0.01, steer_angle=9.424777960768907, target_waypoint=[ 34.152097  -77.8667216]
Iteration 350: x=34.1722155943479, y=-77.84660300565905, yaw=0.785398163225014, v=0.009804636026244953, target_speed=0.01, steer_angle=9.424777960768708, target_waypoint=[ 34.152097  -77.8667216]
Iteration 351: x=34.17228493740844, y=-77.84653366259853, yaw=0.7853981632249865, v=0.009806589665982503, target_speed=0.01, steer_angle=9.424777960769099, target_waypoint=[ 34.152097  -77.8667216]
Iteration 352: x=34.17235429414516, y=-77.84646430586183, yaw=0.7853981632249345, v=0.009808523769322678, target_speed=0.01, steer_angle=9.42477796076885, target_waypoint=[ 34.152097  -77.8667216]
Iteration 353: x=34.172423664421295, y=-77.84639493558572, yaw=0.7853981632249685, v=0.009810438531629452, target_speed=0.01, steer_angle=-9.424777960769033, target_waypoint=[ 34.152097  -77.8667216]
Iteration 354: x=34.17249304810145, y=-77.8463255519056, yaw=0.7853981632249599, v=0.009812334146313157, target_speed=0.01, steer_angle=9.424777960769292, target_waypoint=[ 34.152097  -77.8667216]
Iteration 355: x=34.17256244505158, y=-77.84625615495548, yaw=0.7853981632249215, v=0.009814210804850025, target_speed=0.01, steer_angle=9.424777960768989, target_waypoint=[ 34.152097  -77.8667216]
Iteration 356: x=34.172631855138995, y=-77.84618674486809, yaw=0.7853981632249134, v=0.009816068696801525, target_speed=0.01, steer_angle=9.424777960769298, target_waypoint=[ 34.152097  -77.8667216]
Iteration 357: x=34.17270127823232, y=-77.8461173217748, yaw=0.7853981632249267, v=0.00981790800983351, target_speed=0.01, steer_angle=-9.424777960769244, target_waypoint=[ 34.152097  -77.8667216]
Iteration 358: x=34.172770714201484, y=-77.84604788580566, yaw=0.785398163224904, v=0.009819728929735174, target_speed=0.01, steer_angle=9.424777960769148, target_waypoint=[ 34.152097  -77.8667216]
Iteration 359: x=34.172840162917744, y=-77.84597843708943, yaw=0.7853981632248561, v=0.009821531640437822, target_speed=0.01, steer_angle=9.424777960768893, target_waypoint=[ 34.152097  -77.8667216]
Iteration 360: x=34.17290962425362, y=-77.84590897575357, yaw=0.785398163224791, v=0.009823316324033445, target_speed=0.01, steer_angle=9.424777960768717, target_waypoint=[ 34.152097  -77.8667216]
Iteration 361: x=34.17297909808292, y=-77.8458395019243, yaw=0.7853981632247641, v=0.00982508316079311, target_speed=0.01, steer_angle=9.424777960769106, target_waypoint=[ 34.152097  -77.8667216]
Iteration 362: x=34.17304858428071, y=-77.84577001572654, yaw=0.7853981632247139, v=0.009826832329185178, target_speed=0.01, steer_angle=9.42477796076887, target_waypoint=[ 34.152097  -77.8667216]
Iteration 363: x=34.1731180827233, y=-77.84570051728397, yaw=0.7853981632246475, v=0.009828564005893325, target_speed=0.01, steer_angle=9.424777960768704, target_waypoint=[ 34.152097  -77.8667216]
Iteration 364: x=34.17318759328825, y=-77.84563100671905, yaw=0.7853981632246199, v=0.009830278365834392, target_speed=0.01, steer_angle=9.424777960769099, target_waypoint=[ 34.152097  -77.8667216]
Iteration 365: x=34.17325711585433, y=-77.845561484153, yaw=0.7853981632246195, v=0.009831975582176048, target_speed=0.01, steer_angle=9.424777960769376, target_waypoint=[ 34.152097  -77.8667216]
Iteration 366: x=34.173326650301526, y=-77.84549194970582, yaw=0.7853981632245886, v=0.009833655826354287, target_speed=0.01, steer_angle=9.424777960769065, target_waypoint=[ 34.152097  -77.8667216]
Iteration 367: x=34.173396196511035, y=-77.84542240349633, yaw=0.7853981632245857, v=0.009835319268090744, target_speed=0.01, steer_angle=9.424777960769351, target_waypoint=[ 34.152097  -77.8667216]
Iteration 368: x=34.17346575436523, y=-77.84535284564215, yaw=0.7853981632246027, v=0.009836966075409837, target_speed=0.01, steer_angle=-9.424777960769207, target_waypoint=[ 34.152097  -77.8667216]
Iteration 369: x=34.173535323747664, y=-77.84528327625975, yaw=0.7853981632246334, v=0.009838596414655738, target_speed=0.01, steer_angle=-9.424777960769067, target_waypoint=[ 34.152097  -77.8667216]
Iteration 370: x=34.173604904543055, y=-77.84521369546438, yaw=0.7853981632246246, v=0.00984021045050918, target_speed=0.01, steer_angle=9.42477796076929, target_waypoint=[ 34.152097  -77.8667216]
Iteration 371: x=34.173674496637275, y=-77.84514410337019, yaw=0.7853981632246376, v=0.009841808346004089, target_speed=0.01, steer_angle=-9.424777960769248, target_waypoint=[ 34.152097  -77.8667216]
Iteration 372: x=34.173744099917336, y=-77.84507450009015, yaw=0.7853981632246166, v=0.009843390262544048, target_speed=0.01, steer_angle=9.424777960769166, target_waypoint=[ 34.152097  -77.8667216]
Iteration 373: x=34.173813714271375, y=-77.84500488573613, yaw=0.7853981632246205, v=0.009844956359918607, target_speed=0.01, steer_angle=-9.42477796076934, target_waypoint=[ 34.152097  -77.8667216]
Iteration 374: x=34.173883339588656, y=-77.84493526041888, yaw=0.7853981632246421, v=0.009846506796319422, target_speed=0.01, steer_angle=-9.42477796076916, target_waypoint=[ 34.152097  -77.8667216]
Iteration 375: x=34.17395297575954, y=-77.84486562424802, yaw=0.7853981632246276, v=0.009848041728356228, target_speed=0.01, steer_angle=9.424777960769234, target_waypoint=[ 34.152097  -77.8667216]
Iteration 376: x=34.1740226226755, y=-77.84479597733208, yaw=0.7853981632246361, v=0.009849561311072666, target_speed=0.01, steer_angle=-9.424777960769294, target_waypoint=[ 34.152097  -77.8667216]
Iteration 377: x=34.17409228022908, y=-77.84472631977853, yaw=0.7853981632246125, v=0.009851065697961939, target_speed=0.01, steer_angle=9.424777960769141, target_waypoint=[ 34.152097  -77.8667216]
Iteration 378: x=34.17416194831391, y=-77.84465665169373, yaw=0.785398163224567, v=0.009852555040982319, target_speed=0.01, steer_angle=9.424777960768917, target_waypoint=[ 34.152097  -77.8667216]
Iteration 379: x=34.17423162682467, y=-77.84458697318298, yaw=0.7853981632245537, v=0.009854029490572496, target_speed=0.01, steer_angle=9.424777960769244, target_waypoint=[ 34.152097  -77.8667216]
Iteration 380: x=34.174301315657104, y=-77.84451728435057, yaw=0.7853981632245628, v=0.009855489195666771, target_speed=0.01, steer_angle=-9.424777960769287, target_waypoint=[ 34.152097  -77.8667216]
Iteration 381: x=34.174371014707994, y=-77.8444475852997, yaw=0.7853981632245877, v=0.009856934303710103, target_speed=0.01, steer_angle=-9.424777960769127, target_waypoint=[ 34.152097  -77.8667216]
Iteration 382: x=34.17444072387516, y=-77.84437787613257, yaw=0.7853981632246237, v=0.009858364960673003, target_speed=0.01, steer_angle=-9.424777960769013, target_waypoint=[ 34.152097  -77.8667216]
Iteration 383: x=34.17451044305743, y=-77.84430815695032, yaw=0.7853981632246202, v=0.009859781311066273, target_speed=0.01, steer_angle=9.424777960769344, target_waypoint=[ 34.152097  -77.8667216]
Iteration 384: x=34.17458017215466, y=-77.84423842785311, yaw=0.7853981632246363, v=0.00986118349795561, target_speed=0.01, steer_angle=-9.424777960769216, target_waypoint=[ 34.152097  -77.8667216]
Iteration 385: x=34.174649911067704, y=-77.8441686889401, yaw=0.7853981632246191, v=0.009862571662976053, target_speed=0.01, steer_angle=9.424777960769205, target_waypoint=[ 34.152097  -77.8667216]
Iteration 386: x=34.1747196596984, y=-77.84409894030944, yaw=0.7853981632245788, v=0.009863945946346292, target_speed=0.01, steer_angle=9.42477796076897, target_waypoint=[ 34.152097  -77.8667216]
Iteration 387: x=34.17478941794956, y=-77.84402918205829, yaw=0.7853981632245223, v=0.009865306486882828, target_speed=0.01, steer_angle=9.424777960768807, target_waypoint=[ 34.152097  -77.8667216]
Iteration 388: x=34.174859185725, y=-77.84395941428288, yaw=0.7853981632245008, v=0.009866653422014, target_speed=0.01, steer_angle=9.424777960769163, target_waypoint=[ 34.152097  -77.8667216]
Iteration 389: x=34.17492896292946, y=-77.84388963707843, yaw=0.7853981632245042, v=0.00986798688779386, target_speed=0.01, steer_angle=-9.424777960769346, target_waypoint=[ 34.152097  -77.8667216]
Iteration 390: x=34.17499874946866, y=-77.84381985053926, yaw=0.7853981632245708, v=0.009869307018915922, target_speed=0.01, steer_angle=-9.424777960768704, target_waypoint=[ 34.152097  -77.8667216]
Iteration 391: x=34.175068545249246, y=-77.8437500547587, yaw=0.7853981632245898, v=0.009870613948726762, target_speed=0.01, steer_angle=-9.424777960769188, target_waypoint=[ 34.152097  -77.8667216]
Iteration 392: x=34.17513835017881, y=-77.84368024982916, yaw=0.7853981632245756, v=0.009871907809239494, target_speed=0.01, steer_angle=9.424777960769235, target_waypoint=[ 34.152097  -77.8667216]
Iteration 393: x=34.17520816416586, y=-77.84361043584214, yaw=0.785398163224538, v=0.0098731887311471, target_speed=0.01, steer_angle=9.424777960769, target_waypoint=[ 34.152097  -77.8667216]
Iteration 394: x=34.17527798711982, y=-77.8435406128882, yaw=0.7853981632245297, v=0.009874456843835628, target_speed=0.01, steer_angle=9.424777960769296, target_waypoint=[ 34.152097  -77.8667216]
Iteration 395: x=34.175347818951025, y=-77.84347078105702, yaw=0.7853981632244965, v=0.009875712275397273, target_speed=0.01, steer_angle=9.424777960769044, target_waypoint=[ 34.152097  -77.8667216]
Iteration 396: x=34.1754176595707, y=-77.84340094043738, yaw=0.7853981632244914, v=0.0098769551526433, target_speed=0.01, steer_angle=9.424777960769328, target_waypoint=[ 34.152097  -77.8667216]
Iteration 397: x=34.17548750889095, y=-77.84333109111715, yaw=0.7853981632244605, v=0.009878185601116867, target_speed=0.01, steer_angle=9.424777960769067, target_waypoint=[ 34.152097  -77.8667216]
Iteration 398: x=34.17555736682479, y=-77.84326123318334, yaw=0.785398163224412, v=0.0098794037451057, target_speed=0.01, steer_angle=9.424777960768889, target_waypoint=[ 34.152097  -77.8667216]
Iteration 399: x=34.175627233286065, y=-77.84319136672208, yaw=0.7853981632243513, v=0.009880609707654642, target_speed=0.01, steer_angle=9.424777960768765, target_waypoint=[ 34.152097  -77.8667216]
Iteration 400: x=34.17569710818951, y=-77.84312149181866, yaw=0.7853981632243715, v=0.009881803610578095, target_speed=0.01, steer_angle=-9.424777960769175, target_waypoint=[ 34.152097  -77.8667216]
Iteration 401: x=34.1757669914507, y=-77.8430516085575, yaw=0.785398163224359, v=0.009882985574472314, target_speed=0.01, steer_angle=9.424777960769253, target_waypoint=[ 34.152097  -77.8667216]
Iteration 402: x=34.17583688298606, y=-77.84298171702217, yaw=0.7853981632243237, v=0.00988415571872759, target_speed=0.01, steer_angle=9.424777960769022, target_waypoint=[ 34.152097  -77.8667216]
Iteration 403: x=34.17590678271285, y=-77.8429118172954, yaw=0.7853981632242725, v=0.009885314161540313, target_speed=0.01, steer_angle=9.424777960768862, target_waypoint=[ 34.152097  -77.8667216]
Iteration 404: x=34.175976690549156, y=-77.84284190945912, yaw=0.7853981632242547, v=0.00988646101992491, target_speed=0.01, steer_angle=9.4247779607692, target_waypoint=[ 34.152097  -77.8667216]
Iteration 405: x=34.17604660641388, y=-77.84277199359443, yaw=0.7853981632242161, v=0.009887596409725662, target_speed=0.01, steer_angle=9.424777960768989, target_waypoint=[ 34.152097  -77.8667216]
Iteration 406: x=34.176116530226736, y=-77.8427020697816, yaw=0.7853981632242069, v=0.009888720445628406, target_speed=0.01, steer_angle=9.424777960769287, target_waypoint=[ 34.152097  -77.8667216]
Iteration 407: x=34.176186461908244, y=-77.84263213810011, yaw=0.7853981632241747, v=0.009889833241172121, target_speed=0.01, steer_angle=9.424777960769054, target_waypoint=[ 34.152097  -77.8667216]
Iteration 408: x=34.17625640137972, y=-77.84256219862867, yaw=0.7853981632241265, v=0.009890934908760399, target_speed=0.01, steer_angle=9.424777960768893, target_waypoint=[ 34.152097  -77.8667216]
Iteration 409: x=34.17632634856326, y=-77.84249225144515, yaw=0.7853981632240669, v=0.009892025559672795, target_speed=0.01, steer_angle=9.424777960768777, target_waypoint=[ 34.152097  -77.8667216]
Iteration 410: x=34.17639630338174, y=-77.8424222966267, yaw=0.7853981632240429, v=0.009893105304076067, target_speed=0.01, steer_angle=9.424777960769138, target_waypoint=[ 34.152097  -77.8667216]
Iteration 411: x=34.176466265758826, y=-77.84235233424964, yaw=0.7853981632240008, v=0.009894174251035307, target_speed=0.01, steer_angle=9.424777960768955, target_waypoint=[ 34.152097  -77.8667216]
Iteration 412: x=34.17653623561892, y=-77.84228236438958, yaw=0.7853981632239461, v=0.009895232508524955, target_speed=0.01, steer_angle=9.424777960768827, target_waypoint=[ 34.152097  -77.8667216]
Iteration 413: x=34.176606212887194, y=-77.84221238712132, yaw=0.7853981632238823, v=0.009896280183439705, target_speed=0.01, steer_angle=9.424777960768736, target_waypoint=[ 34.152097  -77.8667216]
Iteration 414: x=34.17667619748957, y=-77.84214240251897, yaw=0.7853981632238558, v=0.009897317381605307, target_speed=0.01, steer_angle=9.424777960769111, target_waypoint=[ 34.152097  -77.8667216]
Iteration 415: x=34.1767461893527, y=-77.84207241065587, yaw=0.7853981632238122, v=0.009898344207789254, target_speed=0.01, steer_angle=9.424777960768939, target_waypoint=[ 34.152097  -77.8667216]
Iteration 416: x=34.176816188403976, y=-77.84200241160461, yaw=0.7853981632237569, v=0.009899360765711362, target_speed=0.01, steer_angle=9.424777960768822, target_waypoint=[ 34.152097  -77.8667216]
Iteration 417: x=34.17688619457152, y=-77.84193240543709, yaw=0.7853981632237788, v=0.009900367158054249, target_speed=0.01, steer_angle=-9.424777960769159, target_waypoint=[ 34.152097  -77.8667216]
Iteration 418: x=34.17695620778418, y=-77.84186239222446, yaw=0.7853981632237695, v=0.009901363486473707, target_speed=0.01, steer_angle=9.424777960769287, target_waypoint=[ 34.152097  -77.8667216]
Iteration 419: x=34.17702622797149, y=-77.84179237203718, yaw=0.7853981632237812, v=0.00990234985160897, target_speed=0.01, steer_angle=-9.424777960769262, target_waypoint=[ 34.152097  -77.8667216]
Iteration 420: x=34.17709625506371, y=-77.84172234494498, yaw=0.7853981632237648, v=0.00990332635309288, target_speed=0.01, steer_angle=9.424777960769214, target_waypoint=[ 34.152097  -77.8667216]
Iteration 421: x=34.177166288991785, y=-77.84165231101693, yaw=0.7853981632237288, v=0.009904293089561951, target_speed=0.01, steer_angle=9.424777960769017, target_waypoint=[ 34.152097  -77.8667216]
